Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
ICE,70CMSD18P00000053,CALLYO 2009 CORP,0.0,2024-04-22,P00001,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,TELECOMMUNICATIONS RESELLERS,ELECTRONIC SURVEILLANCE SUPPORT SERVICES
ICE,70CMSW21C00000020,FREEDOM INTERNATIONAL INC,0.0,2024-08-07,P00003,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EO14042 HUMAN RESOURCES CLASSIFICATION SUPPORT SERVICES
ICE,70CMSD18P00000031,CALLYO 2009 CORP,0.0,2024-04-22,P00001,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,TELECOMMUNICATIONS RESELLERS,ELECTRONIC SURVEILLANCE SYSTEM SUPPORT
ICE,70CMSD23FR0000002,"DTC COMMUNICATIONS, INC.",0.0,2024-05-07,P00001,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,INVESTIGATIVE EQUIPMENT TO ESTABLISH A TRAINING PROGRAM
ICE,HSCEOP07P01478,SIRIUS FEDERAL LLC,0.0,2023-12-11,P00002,INFORMATION TECHNOLOGY COMPONENTS,COMPUTER STORAGE DEVICE MANUFACTURING,CISCO CATALYST 3750 SWITCH FOR NEWARK NJ DRO MOVE FROM HEMI- RODINO BUILDING ITSR 7335  INVOICING AND PAYMENT PROCEDURE:  THE CONTRACTOR SHALL SUBMIT A PROPER INVOICE TO THE DESIGNATED BILLING ADDRESS AS SPECIFIED IN BLOCK 21 OF THE ORDER FOR CER
ICE,HSCEMD14F00041,"JAVA PRODUCTIONS, INC.",0.0,2023-11-28,P00025,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FOR COMPREHENSIVE FEE RULE IMPLENTATION TO SUPPORT SERVICES FOR THE STUDENT AND EXCHANGE VISITOR PROGRAM.
ICE,70CMSD20FR0000077,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2024-02-28,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE & MAINTENANCE
ICE,70CMSW22P00000049,SUMMOME NATIVE VENTURES LLC,0.0,2024-03-13,P00004,SUPPORT- PROFESSIONAL: OTHER,OTHER MANAGEMENT CONSULTING SERVICES,EXTEND THE POP OF THE CONTRACT AT NO COST TO THE GOVERNMENT TO RETAIN CLEARANCES
ICE,HSCEMD16F00042,"LEGAL INTERPRETING SERVICES, INC.",0.0,2023-12-19,P00016,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,INTERPRETATION SERVICES
ICE,70CMSW21FR0000064,"SIG SAUER, INC",0.0,2024-09-16,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",RIFLE OPTICS AND CONCELAMENT HOLSTERS FOR ICE DUTY USE
ICE,HSCEDM17J00032,"THE GEO GROUP, INC.",0.0,2023-11-15,P00008,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,"DETENTION, TRANSPORTATION AND FOOD SERVICES"
ICE,70CDCR19P00000080,"LIFE SAFETY GROUP, LLC",0.0,2024-01-19,P00006,PURCHASE OF PARKING FACILITIES,PARKING LOTS AND GARAGES,OPTION EXERCISE
ICE,70CDCR23FR0000048,"THE GEO GROUP, INC.",0.0,2024-02-20,P00006,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,UPDATE PRICING FOR DETENTION SERVICES
ICE,70CMSW21FR0000057,"SIG SAUER, INC",0.0,2024-08-09,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",LE FIREARMS AND PARTS
ICE,70CDCR18FR0000085,FAAC INCORPORATED,0.0,2024-03-26,P00005,TRAINING AIDS,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,MILO RANGE THEATER TRAINING SYSTEM MAINTENANCE
ICE,70CMSD20FR0000061,"KNOWLEDGEBANK, INC.",0.0,2024-01-29,P00014,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",SENIOR EXECUTIVE SUPPORT SERVICES
ICE,70CMSW22FR0000063,"SIG SAUER, INC",0.0,2024-02-13,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","ROMEO2 RED DOT SIGHTS, PART #WSOR21300"
ICE,70CMSW22FR0000079,"SIG SAUER, INC",0.0,2024-02-05,P00002,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",CORRECT THE POP AND ADD PART NUMBERS TO THE DO
ICE,70CDCR23FR0000037,FAAC INCORPORATED,0.0,2024-03-14,P00001,SUPPORT- PROFESSIONAL: OTHER,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,MILO RANGE SYSTEM MOVE
ICE,70CMSW22FR0000059,"SIG SAUER, INC",0.0,2024-02-05,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","SIG SAUER ROMEO 4T OPTICS FOR ICE DUTY USE AT ALTOONA, PA"
ICE,70CDCR24FR0000003,"THE GEO GROUP, INC.",0.0,2024-01-17,P00002,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,ADD ALTERNATE CONTRACTING OFFICER'S REPRESENTATIVE (ACOR)
ICE,70CTD022FR0000196,DEV TECHNOLOGY GROUP INC,0.0,2024-07-19,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,"THIS TASK ORDER FULFILLS THE MINIMUM GUARANTEE OF $2,500 FOR IDIQ # 70CTD022D00000010"
ICE,70CMSW22FC0000036,RED CARROT INC,0.0,2024-06-17,P00002,SUPPORT- MANAGEMENT: ADVERTISING,MARKETING CONSULTING SERVICES,RED CARROT BPA CALL ORDER - FOLLOW-ON TO BPA CALL# 70CMSW21FC0000072  SENIOR ACCOUNT/ PROJECT COORDINATOR AND MARKET ANALYST/ RESEARCHER
ICE,70CMSW21FC0000100,RED CARROT INC,0.0,2024-08-08,P00002,SUPPORT- MANAGEMENT: ADVERTISING,MARKETING CONSULTING SERVICES,EO14042 PROGRAMER REQUIRED TO ASSIST WITH JAVA SCRIPT
ICE,70CDCR20FR0000039,"THE GEO GROUP, INC.",0.0,2024-03-12,P00008,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,DE-OB EXCESS FUNDING AND CLOSE-OUT
ICE,70CMSD22P00000140,"SIMON WIESENTHAL CENTER, INC.",0.0,2024-02-07,P00002,EDUCATION/TRAINING- OTHER,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DIVERSITY TRAINING
ICE,70CMSD23P00000042,908 DEVICES INC,0.0,2023-12-06,P00001,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MX908 HANDHELD MASS SPECTROMETER- CLOSEOUT
ICE,70CTD022FR0000205,DEV TECHNOLOGY GROUP INC,0.0,2023-10-17,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO CLOSEOUT THIS CONTRACT.
ICE,70CMSW20FC0000017,RED CARROT INC,0.0,2024-01-03,P00018,SUPPORT- ADMINISTRATIVE: OTHER,MARKETING CONSULTING SERVICES,PROFESSIONAL SUPPORT SERVICES FOR INFORMATION DISCLOSURE UNIT
ICE,70CMSW21FC0000021,RED CARROT INC,0.0,2024-01-23,P00002,SUPPORT- ADMINISTRATIVE: OTHER,MARKETING CONSULTING SERVICES,PROFESSIONAL SUPPORT SERVICES FOR ICE OPR
ICE,70CDCR23FR0000045,"THE GEO GROUP, INC.",0.0,2023-12-28,P00005,HOUSEKEEPING- GUARD,CORRECTIONAL INSTITUTIONS,DETENTION AND TRANSPORTATION SERVICES - SOUTH TEXAS ICE PROCESSING CENTER (STIPC)  POP 06 AUG 2023  - 05 AUG 2024
ICE,HSCEMD15F00158,MCMANIS ASSOCIATES INC,0.0,2023-11-30,P00012,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,CLASSIFIED CONNECTIVITY PROGRAM MANAGEMENT OFFICE SUPPORT SERVICES
ICE,70CMSW19C00000009,"BARNALLEN TECHNOLOGIES, INC.",0.0,2024-05-30,P00013,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,RECORDS MANAGEMENT AND KNOWLEDGE MANAGEMENT SUPPORT SERVICES
ICE,HSCETE17P00032,CALLYO 2009 CORP,0.0,2024-01-30,P00003,INFORMATION TECHNOLOGY COMPONENTS,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,CORRECT FUNDING STRING DATA
ICE,70CMSD20FR0000077,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2024-07-16,P00007,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE & MAINTENANCE
ICE,70CDCR22FR0000044,"THE GEO GROUP, INC.",0.0,2024-03-14,P00010,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,DE-OB EXCESS FUNDS AND CLOSE-OUT
ICE,70CMSD22P00000088,KUB TECHNOLOGIES INC.,0.0,2024-07-29,P00001,LABORATORY EQUIPMENT AND SUPPLIES,OTHER COMPUTER RELATED SERVICES,MAINTENANCE AND SOFTWARE UPDATES OF A SCIENTIFIC INSTRUMENT
ICE,70CDCR24FR0000003,"THE GEO GROUP, INC.",0.0,2024-05-03,P00007,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,MOVE FUNDING BETWEEN CLINS
ICE,70CMSW21FR0000044,"SIG SAUER, INC",0.0,2024-08-09,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","PROCUREMENT OF NEW ICE DUTY SERVICE PISTOLS, REPLACEMENT PARTS AND OPTIONAL TRAINING PISTOLS"
ICE,70CMSW21FR0000058,"SIG SAUER, INC",0.0,2024-09-16,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",PURCHASE OF LE EQUIPMENT FOR ICE
ICE,70CTD022FR0000019,"ITC FEDERAL, LLC",0.0,2023-11-09,P00007,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",COMPUTER SYSTEMS DESIGN SERVICES,"OPERATIONS AND SOLUTIONS DELIVERY SUPPORT SERVICES (OSDSS) FOR AEB, ASB, AND IPSB"
ICE,70CMSD22FR0000167,"L3HARRIS TECHNOLOGIES, INC.",0.0,2024-05-02,P00002,"RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,EQUIPMENT TO DETERMINE THE LOCATION OF TARGETED MOBILE HANDSETS TO INVESTIGATE CRIMES AND THREATS.
ICE,70CMSD23C00000003,WHOOSTER INC,0.0,2024-02-26,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,SOFTWARE LICENSES
ICE,70CMSW23P00000014,SUMMOME NATIVE VENTURES LLC,0.0,2024-06-20,P00003,SUPPORT- PROFESSIONAL: OTHER,OTHER MANAGEMENT CONSULTING SERVICES,BODY WORN CAMERA PROGRAM SUPPORT SERVICES TO SUPPORT OFTP
ICE,70CTD022FR0000005,"CHANGEIS, INC.",0.0,2023-12-04,P00006,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE THE JULY 2023 DEPARTMENT OF HOMELAND SECURITY (DHS) FINAL RULE SAFEGUARDING OF CONTROLLED UNCLASSIFIED INFORMATION (CUI).
ICE,70CDCR24FR0000056,"THE GEO GROUP, INC.",0.0,2024-09-03,P00001,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,MONTGOMERY PROCESSING CTR FY24
ICE,70CMSD21FR0000014,"LEGAL INTERPRETING SERVICES, INC.",0.0,2024-02-16,P00005,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,INTERPRETER SERVICES
ICE,70CMSW21C00000009,FREEDOM INTERNATIONAL INC,0.0,2024-04-07,P00004,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OY 2
ICE,70CMSD21FR0000122,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2023-11-28,P00004,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE AND MAINTENANCE
ICE,70CMSW24FR0000092,INTERNATIONAL CARTRIDGE CORP,0.0,2024-09-27,P00001,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,SPECIALTY AMMUNITION TO SUPPORT LAW ENFORCEMENT OPERATIONS
ICE,70CMSD21FR0000013,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2023-11-13,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,MFD LEASE AND MAINTENANCE
ICE,70CMSW23P00000014,SUMMOME NATIVE VENTURES LLC,0.0,2024-05-15,P00002,SUPPORT- PROFESSIONAL: OTHER,OTHER MANAGEMENT CONSULTING SERVICES,BODY WORN CAMERA PROGRAM SUPPORT SERVICES TO SUPPORT OFTP
ICE,70CMSD21FR0000041,KYOCERA DOCUMENT SOLUTIONS AMERICA INC,0.0,2024-05-01,P00006,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,FY21  PROCURE LEASE COPIER FOR THE CLEVELAND OH. POP: DATE OF DELIVERY 2ND REQUEST
ICE,70CTD022FR0000005,"CHANGEIS, INC.",0.0,2024-04-24,P00008,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,CHANGE CONTRACTING OFFICERS REPRESENTATIVE TO ZOHAL SAYAR
ICE,70CMSD24FR0000019,CREDENCE DYNAMO SOLUTIONS LLC,0.0,2024-04-25,P00001,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,"PROGRAM OPERATION SUPPORT SERVICES (POS) RECOMPETE. PROVIDE FEDERAL STAFF WITH TECHNICAL, ANALYTICAL, AND PROGRAM SUPORT FOR SPECIFIC ICE HSI SEVP PROCESSES, PLANNING, AND OPERATIONAL ACTIVITIES."
ICE,70CMSD22P00000080,"SAYARI ANALYTICS, LLC",0.0,2024-04-30,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,PURCHASE OF FOUR SAYARI LICENSE
ICE,HSCEMR17F00051,"JOHNSON CONTROLS, INC",0.0,2023-11-02,P00003,OTHER ENVIRONMENTAL SERVICES,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,UPDATE COR-ENABLE ENERGY SAVINGS PROJECT
ICE,70CMSD22P00000077,"SAYARI ANALYTICS, LLC",0.0,2024-04-30,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,"LICENSE TO IDENTIFY & INVESTIGATE, FOREIGN GOVERNMENT OFFICIALS, INT. CORPORATIONS ENGAGED IN CORRUPTION."
ICE,70CMSD22P00000045,MAGNET FORENSICS USA INC,0.0,2023-10-26,P00002,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,MAGNET FORENSICS AXIOM TRAINING AND LICENSING- CLOSEOUT
ICE,70CMSD23FR0000228,GUIDEHOUSE INC.,0.0,2023-12-20,P00002,SUPPORT- MANAGEMENT: ACCOUNTING,OTHER ACCOUNTING SERVICES,MOD TO CANCEL STOP WORK ORDER
ICE,70CMSD20FR0000027,ECONOMIC SYSTEMS INC,0.0,2024-04-02,P00008,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",FHR NAVIGATOR SOFTWARE LICENSES
ICE,70CTD024P00000003,"HENRY SCHEIN, INC.",0.0,2024-03-22,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NEW IHSC DENTAL DIGITAL RADIOGRAPHY PURCHASE ORDER
ICE,70CMSD20FR0000027,ECONOMIC SYSTEMS INC,0.0,2024-01-18,P00007,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",FHR NAVIGATOR SOFTWARE LICENSES
ICE,70CMSD22P00000087,SIRINA PROTECTION SYSTEMS CORP,0.0,2024-05-31,P00002,MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT,ALL OTHER SPECIALTY TRADE CONTRACTORS,MAINTENANCE OF THE FIRE SUPPRESSION SYSTEM
ICE,70CMSD22FR0000092,IMMIXTECHNOLOGY INC,0.0,2024-05-28,P00004,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,PROCUREMENT OF LICENSES FOR TPDU
ICE,70CMSD23P00000034,"SAYARI ANALYTICS, LLC",0.0,2024-03-15,P00002,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",SAYARI LICENSES
ICE,70CTD024FR0000075,NORSEMAN INC,0.0,2024-09-30,P00001,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SERVICE NOW ANNUAL RENEWAL
ICE,70CMSW18FR0000015,"KCORP SUPPORT SERVICES, INC",0.0,2023-11-20,P00004,MAINTENANCE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,FACILITIES SUPPORT SERVICES,OPERATIONS AND MAINTENANCE SAN PEDRO CA FACILITY
ICE,70CMSD21FC0000050,"QUIET PROFESSIONALS, LLC",0.0,2024-02-07,P00004,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL,CUSTOM COMPUTER PROGRAMMING SERVICES,CHANGE COR FOR GEOSPATIAL SUPPORT
ICE,70CMSW22C00000008,DAP CONSTRUCTION MANAGEMENT LLC,0.0,2024-09-19,P00001,MAINTENANCE OF CONFERENCE SPACE AND FACILITIES,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",ENERGY MANAGEMENT SYSTEM CONTROLS INSTALLATION FOR THE FLORENCE SERVICE PROCESSING CENTER
ICE,70CMSD22FR0000099,"DENTRUST DENTAL INTERNATIONAL, INC.",0.0,2023-10-26,P00004,MEDICAL- OTHER,ALL OTHER OUTPATIENT CARE CENTERS,"MEDICAL, PSYCHOLOGICAL, FITNESS, AND DRUG TESTING SERVICES"
ICE,70CMSW24FR0000036,"HEALTHEQUITY, INC.",0.0,2024-08-07,P00001,SUPPORT- MANAGEMENT: OTHER,PHARMACY BENEFIT MANAGEMENT AND OTHER THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,ADMINISTRATIVE FEES ASSOCIATED WITH THE FEDERAL FLEXIBLE SPENDING ACCOUNT (FSAFEDS) HEALTH BENEFITS PROGRAM FOR ICE
ICE,HSCETE15F00035,IMMIXTECHNOLOGY INC,0.0,2024-02-07,P00002,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,SOFTWARE LICENSE RENEWAL
ICE,70CMSD22P00000078,MAGNET FORENSICS USA INC,0.0,2024-03-04,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,SUPPLY OF SOFTWARE LICENSES
ICE,70CMSD22FR0000088,JTF BUSINESS SYSTEMS CORPORATION,0.0,2024-09-20,P00001,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MULTI-FUNCTIONAL DEVICE (MFD) LEASE
ICE,70CMSD23FR0000228,GUIDEHOUSE INC.,0.0,2024-01-09,P00003,SUPPORT- MANAGEMENT: ACCOUNTING,OTHER ACCOUNTING SERVICES,MOD TO UPDATE POP END DATES AT THE CLIN LEVEL TO ALIGN WITH P00002
ICE,70CMSD24P00000014,AMERITEL COMMUNICATIONS CORP,0.0,2024-09-25,P00003,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,"LEASE A NEW COPIER FOR CONROE, TX (SUB OF HOUSTON OCC)"
ICE,70CMSD22P00000115,"KAPSUUN GROUP, LLC",0.0,2023-10-31,P00001,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SOFTWARE SUBSCRIPTION
ICE,70CMSD21FR0000197,JTF BUSINESS SYSTEMS CORPORATION,0.0,2024-01-23,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,COMMERCIAL SCREEN PRINTING,FULL SERVICE MAINTENANCE FOR TWO KONICA MULTIFUCTIONAL DEVICES.
ICE,70CMSD19P00000137,GRIFFEYE INC,0.0,2024-05-10,P00005,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,EXERCISE OPTION PERIOD THREE. FORENSIC SOFTWARE ADD-ON.
ICE,70CDCR23P00000032,SAVE AGAIN.COM,0.0,2023-11-30,P00001,TOOL AND HARDWARE BOXES,HARDWARE MANUFACTURING,PISTOL BOX
ICE,70CMSD24FR0000092,JTF BUSINESS SYSTEMS CORPORATION,0.0,2024-08-12,P00001,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,MFD PURCHASE AND MAINTENANCE
ICE,70CMSD19FR0000073,JTF BUSINESS SYSTEMS CORPORATION,0.0,2023-11-13,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,LEASE 3 B&W MFDS ON A 60 MONTH LEASE WITH 4 ONE-YEAR OPTIONS
ICE,70CMSD22P00000126,"ADVANCED ENVIRONMENTAL OPTIONS, INC.",0.0,2024-05-01,P00001,HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL,HAZARDOUS WASTE TREATMENT AND DISPOSAL,HAZARDOUS REMOVAL
ICE,70CDCR24FR0000008,MANAGEMENT & TRAINING CORPORATION,0.0,2023-12-21,P00001,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,ADMINISTRATIVE CORRECTION UNDER IMPERIAL REGIONAL DETENTION FACILITY.
ICE,70CMSD23FR0000157,JTF BUSINESS SYSTEMS CORPORATION,0.0,2024-04-11,P00001,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",COMMERCIAL SCREEN PRINTING,HSI MFDS
ICE,70CDCR22P00000015,LAUN-DRY SUPPLY CO INC,0.0,2024-03-13,P00001,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",FOAMING SOAP AND TOWEL DISPENSERS FOR DETENTION FACILITY
ICE,HSCEMD17F00169,AXISCORE LLC,0.0,2024-08-08,P00003,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,COMPUTER STORAGE DEVICE MANUFACTURING,CISCO 32 PORT SWITCHES AND SMART NET CONTRACT
ICE,70CMSD23FR0000019,"DENTRUST DENTAL INTERNATIONAL, INC.",0.0,2024-02-22,P00004,MEDICAL- OTHER,ALL OTHER OUTPATIENT CARE CENTERS,"MEDICAL, PSYCHOLOGICAL, FITNESS, AND DRUG TESTING SERVICES"
ICE,70CMSD24P00000014,AMERITEL COMMUNICATIONS CORP,0.0,2024-04-16,P00002,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,"LEASE A NEW COPIER FOR CONROE, TX (SUB OF HOUSTON OCC)"
ICE,70CMSD23P00000009,BSK CONSULTING LLC,0.0,2023-11-16,P00002,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL ORGANIZATIONS,VISIC TRAINING CLASSES
ICE,HSCEMD17F00098,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.0,2023-11-13,P00007,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",LEAD GENERATION SUPPORT SERVICES
